,學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
302,111,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系,進修,二年制大學(二技),66,0,72,0,100.0,課程規劃著重於培育學生具備廣泛而充實的資訊技術與管理基礎知識，並重視電子商務的運用、數位學習以及其他的資訊管理相關知識。同時對資訊系統與管理實務的問題具有規劃、分析與決策的能力。培養兼具資訊科技與管理科學專業知識之人才，使能從事企業資訊系統之規劃、開發、管理與效能評估等工作。,https://imd.ntub.edu.tw/
303,111,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系人工智慧與商業應用碩士班,日間,碩士班,8,0,10,0,100.0,為迎接大數據與人工智慧時代的到來，本系成立碩士班以因應相關產業人才需求的躍進成長。目的為培育同時有商業應用能力、資訊技術專長及業界實務經驗之產業人才。在本系碩士班獨特的環境中，除?可學習大數據、AI及商業智慧等資訊相關的專業知識外，更重要的是能夠與其他領域結合，養成包含商業需求與金融科技跨領域的關鍵能力。,https://imd.ntub.edu.tw/
304,111,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理科,日間,五專,50,0,48,0,96.0,教學特色：本科以企業e化服務及行動數位服務二大特色為發展導向。配合商業技術應用及國家重點發展方針，培育基礎、中階、中高階資訊管理專業人才。重視學生技能與實務能力的培養，加強專題製作及技能檢定等多方面養成教育。 課程規劃：課程分為資訊技術及資訊管理二類，資訊技術類包括網路、資料庫、程式設計及多媒體應用等；資訊管理類包括管理資訊系統、網路行銷及行動商務等。並配合二大發展特色進行專題實作課程，鼓勵學生多方面參與競賽累積專業實力。 學生出路：國內外資訊相關領域二技或大學等。 就業發展：程式設計師、系統分析師、資料庫管理師、網路規劃工程師、企業資訊化顧問及一般商業機構或政府機關之資訊部門工作等。,http://imd.ntub.edu.tw/
305,111,公立,技專校院,51,國立臺北商業大學,6131018,資訊與決策科學研究所,日間,碩士班,11,0,12,0,100.0,"(一) 培育目標明確 :訂定「資管專才」、「務實學習」、「網路達人」、「創新研究」、「國際宏觀」五項核心能力指標，以培養學生具備整合資訊技術與決策能力之高階資訊決策專業人才。(二) 專題演講課程密集、定期舉辦企業參訪活動、積極舉辦學術研討會,藉此增進學生專業素養及學術交流。(三)學術論文發表數量穩、研究計畫成果豐碩,以提昇論文撰寫能力。鼓勵學生參與國際性或全國性學術研討會，進行論文發表。(三)加強英語培育能力、鼓勵學生考取專業證照。(四)開拓產業碩士專班 :配合政府經濟發展與社會需求，厚植研發潛力，加速科技產業發展，以培養企業所需之高階資訊技術專業人才。(十)執行特色典範計畫:執行教育部補助技專校院建立特色典範計畫「運用開放源碼統計軟體建置商管學院教學、研發與產學合作平臺計畫」。計畫執行成效包括校園無線網路建置、伺服器及網站架設、R教學研發專業教室規劃等。",http://ids.ntub.edu.tw/
306,112,公立,技專校院,51,國立臺北商業大學,2112007,數位多媒體設計系,日間,學士班(含四技),40,0,39,0,97.5,本系教育目標為「培育具有人文關懷及創客思維的實務型遊戲與動畫人才」，以「數位遊戲設計」、「數位動畫設計」為教學兩大主軸。其中「數位遊戲設計」以遊戲企劃、遊戲美術為主，程式設計為輔，利用角色、場景、關卡設計與動畫特效，將人機互動應用在學習及娛樂上，並在電腦及行動設備展示成果；而「數位動畫設計」則以故事、角色、影片、音樂、文字及聲音整合包裝創意，經過後製修飾，成為可以感動人心的作品。 本系以訓練學生達成「創藝科技」（CAST，Creative， Art， Science， Technology）為目標，所謂「創（Creative）」即是以創意活躍學生思維行動能力（Activity）。所謂「藝（Arts）」即是以藝術美學提升學生人文涵養（Accomplishment）。所謂「科（Science）」即是以科學清晰學生創意實作方法（Approach）。所謂「技（Technology）」即是以技術精湛,http://dmd.ntub.edu.tw/
307,112,公立,技專校院,51,國立臺北商業大學,2112007,數位多媒體設計系,進修,學士班(含四技),50,0,50,0,100.0,本系教育目標為「培育具有人文關懷及創客思維的實務型遊戲與動畫人才」，以「數位遊戲設計」、「數位動畫設計」為教學兩大主軸。其中「數位遊戲設計」以遊戲企劃、遊戲美術為主，程式設計為輔，利用角色、場景、關卡設計與動畫特效，將人機互動應用在學習及娛樂上，並在電腦及行動設備展示成果；而「數位動畫設計」則以故事、角色、影片、音樂、文字及聲音整合包裝創意，經過後製修飾，成為可以感動人心的作品。 本系以訓練學生達成「創藝科技」（CAST，Creative， Art， Science， Technology）為目標，所謂「創（Creative）」即是以創意活躍學生思維行動能力（Activity）。所謂「藝（Arts）」即是以藝術美學提升學生人文涵養（Accomplishment）。所謂「科（Science）」即是以科學清晰學生創意實作方法（Approach）。所謂「技（Technology）」即是以技術精湛,http://dmd.ntub.edu.tw/
308,112,公立,技專校院,51,國立臺北商業大學,2122015,商業設計管理系,日間,學士班(含四技),33,0,33,5,100.0,本系設立之目標在因應社會趨勢與產業發展之所需，以培養具商業化思維之設計應用之專業人才為主要任務。在教學課程方面，透過厚植學生之商業思維，發揮設計目標上的總體效益；在核心能力方面，透過專題培養學生創新能力，創造設計商業化之競爭力；在實務技能方面，本系極積與企業建立產學合作與職場實習，務實學生設計應用能力；在國際視野上，鼓勵師生參與國際競賽，提升宏觀設計視野。課程主要涵蓋商業設計能力、行銷企劃經營、創新創業學分學程等三大領域，以培育富有多元思考、設計創意、創新管理、設計專業知識、以及人文素養的全方位設計管理人才。本系就業方向可投入設計管理方面的產業，擔任包括行銷企劃專員、視覺傳達/平面設計師、形象與包裝設計師、專案管理師、產品企劃專員、或自行創業等工作。,http://cdm.ntub.edu.tw/
309,112,公立,技專校院,51,國立臺北商業大學,2122015,商業設計管理系,日間,二年制大學(二技),40,0,30,0,75.0,本系設立之目標在因應社會趨勢與產業發展之所需，以培養具商業化思維之設計應用之專業人才為主要任務。在教學課程方面，透過厚植學生之商業思維，發揮設計目標上的總體效益；在核心能力方面，透過專題培養學生創新能力，創造設計商業化之競爭力；在實務技能方面，本系極積與企業建立產學合作與職場實習，務實學生設計應用能力；在國際視野上，鼓勵師生參與國際競賽，提升宏觀設計視野。課程主要涵蓋商業設計能力、行銷企劃經營、創新創業學分學程等三大領域，以培育富有多元思考、設計創意、創新管理、設計專業知識、以及人文素養的全方位設計管理人才。本系就業方向可投入設計管理方面的產業，擔任包括行銷企劃專員、視覺傳達/平面設計師、形象與包裝設計師、專案管理師、產品企劃專員、或自行創業等工作。,http://cdm.ntub.edu.tw/
310,112,公立,技專校院,51,國立臺北商業大學,2122024,創意設計與經營研究所,日間,碩士班,9,0,9,0,100.0,配合本校的發展願景，凸顯本校以「商業」及「創新」為專長領域之教學特色，整合科技與設計及經營，達成創新創業之設計加值，重視整合創意設計與行銷管理，聚焦於「創意設計、創新經營與知識整合」之學術研究與實務應用，研訂學生應具備 （1）知識整合與設計思維能力；（2）數位行銷與品牌經營能力；以及（3）創意激發與創業管理能力等之核心能力，並以培育具備整合「創意設計」與「經營管理」之跨領域高階人才為教育目標。本研究所為配合國內設計產業發展趨勢與人才需求，根據本研究之發展定位，擬定以「創意設計」與「創新經營」及「知識整合」為發展重點，未來發展架構如圖1所示。 另外，本研究所將善用國內既有的教育資源，建立策略聯盟，在課程及教學活動上進行資源共享，並尋求各學會或協會在課程、業界師資、以及實習等方面之支援與協助，以體現「理論」與「實務」結合之目標。,http://icdm.ntub.edu.tw/
311,112,公立,技專校院,51,國立臺北商業大學,2122024,創意設計與經營研究所,在職,碩士班,10,0,10,0,100.0,配合本校的發展願景，凸顯本校以「商業」及「創新」為專長領域之教學特色，整合科技與設計及經營，達成創新創業之設計加值，重視整合創意設計與行銷管理，聚焦於「創意設計、創新經營與知識整合」之學術研究與實務應用，研訂學生應具備 （1）知識整合與設計思維能力；（2）數位行銷與品牌經營能力；以及（3）創意激發與創業管理能力等之核心能力，並以培育具備整合「創意設計」與「經營管理」之跨領域高階人才為教育目標。本研究所為配合國內設計產業發展趨勢與人才需求，根據本研究之發展定位，擬定以「創意設計」與「創新經營」及「知識整合」為發展重點，未來發展架構如圖1所示。 另外，本研究所將善用國內既有的教育資源，建立策略聯盟，在課程及教學活動上進行資源共享，並尋求各學會或協會在課程、業界師資、以及實習等方面之支援與協助，以體現「理論」與「實務」結合之目標。,http://icdm.ntub.edu.tw/
312,112,公立,技專校院,51,國立臺北商業大學,2122026,創意科技與產品設計系(原為商品創意經營系),日間,學士班(含四技),45,0,45,0,100.0,1.提升學生之文化美學素養，具有靈活的創意思考能力，以孕育文化創意人才。 2.訓練學生充實語文表達、商業管理和美學設計技能。 3.理論與實務並重，配合業界或國家政策之需求，成為未來創意產業之重要尖兵。 4.聯結區域特色，結合航空城與當地產業與社區特色， 攜手共創榮景。 5.加強學術文化交流，定期辦理相關講座、研討會，或與業界作資源、經驗之交流，以促進學術研究之進步。 6.產學研發交流，推動學術研究與實務之配合，鼓勵教師爭取國家型計畫以及桃園航空城相關產業計畫，舉如提供人才服務升級培訓計畫等。 7.鼓勵取得證照和參加國內外競賽。 8.聘請業界教師協同教學，強化學生與業界的聯結。,http://ctd.ntub.edu.tw
313,112,公立,技專校院,51,國立臺北商業大學,2122026,創意科技與產品設計系,日間,二年制大學(二技),24,0,10,0,41.67,1.提升學生之文化美學素養，具有靈活的創意思考能力，以孕育文化創意人才。 2.訓練學生充實語文表達、商業管理和美學設計技能。 3.理論與實務並重，配合業界或國家政策之需求，成為未來創意產業之重要尖兵。 4.聯結區域特色，結合航空城與當地產業與社區特色， 攜手共創榮景。 5.加強學術文化交流，定期辦理相關講座、研討會，或與業界作資源、經驗之交流，以促進學術研究之進步。 6.產學研發交流，推動學術研究與實務之配合，鼓勵教師爭取國家型計畫以及桃園航空城相關產業計畫，舉如提供人才服務升級培訓計畫等。 7.鼓勵取得證照和參加國內外競賽。 8.聘請業界教師協同教學，強化學生與業界的聯結。,http://ctd.ntub.edu.tw
314,112,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,日間,學士班(含四技),24,0,24,6,100.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw/
315,112,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,日間,二年制大學(二技),29,0,29,0,100.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw
316,112,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,進修,二年制大學(二技),65,0,55,0,84.62,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,https://afl.ntub.edu.tw/
317,112,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,進修,二專,50,0,14,0,28.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw/
318,112,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,日間,五專,50,0,48,0,96.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw
319,112,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,日間,學士班(含四技),38,0,38,4,100.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
320,112,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,日間,二年制大學(二技),27,0,27,0,100.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,https://ai.ntub.edu.tw/
321,112,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,進修,學士班(含四技),38,0,20,0,52.63,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
322,112,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,進修,二年制大學(二技),30,0,30,0,100.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,https://ai.ntub.edu.tw/
323,112,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系碩士班(原為會計資訊系會計財稅碩士班),日間,碩士班,9,0,8,0,88.89,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
324,112,公立,技專校院,51,國立臺北商業大學,4111027,會計與資料科學科(原為會計資訊科),日間,五專,50,0,48,0,96.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
325,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,日間,學士班(含四技),24,0,24,6,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,http://fin.ntub.edu.tw
326,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,日間,二年制大學(二技),35,0,35,0,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂產學合作計畫，更積極延攬合作機構之專業經理人教授本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融實務課程與金融實習，使學生在學期間即能充分瞭解金融業務，培訓優異之金融人員,http://fin.ntub.edu.tw
327,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,進修,學士班(含四技),30,0,22,0,73.33,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,http://fin.ntub.edu.tw
328,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,進修,二年制大學(二技),35,0,35,0,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂產學合作計畫，更積極延攬合作機構之專業經理人教授本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融實務課程與金融實習，使學生在學期間即能充分瞭解金融業務，培訓優異之金融人員。,https://fin.ntub.edu.tw/
329,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系金融科技創新服務碩士在職專班,在職,碩士班,8,0,7,0,87.5,整體而言，重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,https://fin.ntub.edu.tw/
330,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系碩士班,日間,碩士班,13,0,13,0,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,http://fin.ntub.edu.tw
331,112,公立,技專校院,51,國立臺北商業大學,4121013,財務金融科,日間,五專,50,0,51,0,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂產學合作計畫，更積極延攬合作機構之專業經理人教授本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融實務課程與金融實習，使學生在學期間即能充分瞭解金融業務，培訓優異之金融人員。,http://fin.ntub.edu.tw/
332,112,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,日間,學士班(含四技),49,0,47,0,95.92,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,http://fintax.ntub.edu.tw
333,112,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,日間,二年制大學(二技),27,0,27,0,100.0,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,https://fintax.ntub.edu.tw/
